timestamp,city,hour,day_of_week,vehicle_type,distance_km,emission_rate,vehicle_density,travel_time_min,emission_label,city_emission_factor
2009-08-15T19:22:45.714130,San Francisco,19,5,sedan,80,12.457,99,3.63,0,1.2
2009-08-16T03:19:48.893093,Boston,3,6,suv,80,21.99,8,3.18,0,1.1
2009-08-17T03:45:49.300186,San Francisco,3,0,truck,90,37.751,17,3.21,1,1.2
2009-08-17T04:18:25.723199,Chicago,4,0,hybrid,80,8.12,17,3.13,0,1.3
2009-08-17T10:05:11.978019,New York,10,0,hybrid,100,9.344,51,2.63,0,1.4
2009-08-17T11:04:37.751851,San Francisco,11,0,truck,10,35.559,59,3.57,1,1.2
2009-08-17T14:48:44.269072,Rural Midwest,14,0,sedan,20,13.183,10,2.28,0,0.9
2009-08-17T15:54:42.903579,Los Angeles,15,0,sedan,20,10.876,73,3.08,0,1.6
2009-08-17T19:38:09.055466,Detroit,19,0,truck,40,44.242,99,3.24,1,1.5
2009-08-18T01:03:10.809932,Houston,1,1,suv,80,19.194,16,2.75,0,1.7
2009-08-18T08:15:48.928418,Los Angeles,8,1,truck,100,39.672,185,5.1,1,1.6
2009-08-19T04:59:16.218812,Chicago,4,2,sedan,100,13.596,9,2.55,0,1.3
2009-08-19T16:03:28.426338,New York,16,2,sedan,40,11.003,69,2.94,0,1.4
2009-08-19T20:35:53.957923,Detroit,20,2,truck,20,36.966,38,2.45,1,1.5
2009-08-19T22:27:47.797808,New York,22,2,sedan,20,10.879,20,3.04,0,1.4
2009-08-20T01:20:16.588635,Los Angeles,1,3,bus,40,50.835,16,2.6,1,1.6
2009-08-20T06:27:08.491544,New York,6,3,hybrid,80,7.646,63,3.26,0,1.4
2009-08-20T12:22:52.008077,Houston,12,3,suv,40,29.869,49,3.47,0,1.7
2009-08-20T13:18:02.447307,Chicago,13,3,suv,70,23.582,64,3.01,0,1.3
2009-08-20T15:00:13.977127,San Francisco,15,3,sedan,70,10.942,74,3.42,0,1.2
2009-08-21T09:51:13.651087,Boston,9,4,sedan,50,17.613,98,4.25,0,1.1
2009-08-22T06:07:31.429244,Rural Midwest,6,5,truck,30,40.991,12,2.6,1,0.9
2009-08-22T18:14:39.872335,Rural Midwest,18,5,sedan,50,16.496,24,3.07,0,0.9
2009-08-22T22:30:44.813524,Detroit,22,5,truck,70,49.997,9,2.56,1,1.5
2009-08-23T00:06:25.329891,San Francisco,0,6,hybrid,40,7.482,10,2.54,0,1.2
2009-08-23T08:51:29.171189,San Francisco,8,6,suv,70,21.265,81,3.6,0,1.2
2009-08-23T09:14:43.956203,Chicago,9,6,sedan,90,12.015,53,3.39,0,1.3
2009-08-23T17:44:52.315967,Chicago,17,6,hybrid,80,8.559,57,3.28,0,1.3
2009-08-23T23:41:39.371835,Rural Midwest,23,6,sedan,90,14.449,2,2.2,0,0.9
2009-08-24T03:27:15.415133,New York,3,0,sedan,20,13.444,13,2.35,0,1.4
2009-08-24T05:14:56.065076,Detroit,5,0,hybrid,60,7.275,15,2.44,0,1.5
2009-08-24T08:52:58.022966,Los Angeles,8,0,sedan,100,11.237,142,4.87,0,1.6
2009-08-24T12:56:48.621009,Los Angeles,12,0,sedan,50,12.382,68,3.71,0,1.6
2009-08-24T18:06:59.558302,Los Angeles,18,0,suv,20,22.365,131,4.88,0,1.6
2009-08-24T22:48:45.177796,San Francisco,22,0,sedan,70,14.186,12,2.82,0,1.2
2009-08-25T02:12:30.089666,Chicago,2,1,sedan,10,12.572,11,2.6,0,1.3
2009-08-25T11:41:31.347141,New York,11,1,suv,80,23.856,76,2.96,0,1.4
2009-08-25T12:20:52.397587,New York,12,1,bus,10,33.158,72,3.1,1,1.4
2009-08-25T14:44:42.644248,Chicago,14,1,suv,90,19.884,67,3.26,0,1.3
2009-08-25T19:26:44.790488,Detroit,19,1,hybrid,60,7.92,139,4.63,0,1.5
2009-08-25T22:40:23.863563,Rural Midwest,22,1,truck,40,40.561,3,2.81,1,0.9
2009-08-26T01:53:24.757923,Detroit,1,2,suv,50,21.695,14,1.49,0,1.5
2009-08-26T02:57:31.304122,Detroit,2,2,bus,80,49.43,18,2.99,1,1.5
2009-08-26T05:56:36.589045,Houston,5,2,bus,20,47.615,19,2.79,1,1.7
2009-08-26T08:02:47.346489,San Francisco,8,2,hybrid,30,6.833,130,3.97,0,1.2
2009-08-26T10:40:22.556185,Los Angeles,10,2,sedan,80,11.612,89,3.23,0,1.6
2009-08-26T17:15:04.991955,Rural Midwest,17,2,sedan,50,10.786,29,3.84,0,0.9
2009-08-27T07:38:02.782219,San Francisco,7,3,suv,70,25.53,123,3.88,0,1.2
2009-08-27T22:39:17.807342,San Francisco,22,3,old_diesel,90,52.337,16,2.32,1,1.2
2009-08-28T00:59:08.909483,New York,0,4,bus,40,48.589,16,2.5,1,1.4
2009-08-28T08:17:11.215508,Boston,8,4,bus,60,48.16,71,2.49,1,1.1
2009-08-28T09:48:15.967421,Detroit,9,4,suv,80,20.794,124,3.15,0,1.5
2009-08-29T01:00:55.004513,Boston,1,5,sedan,70,15.461,16,2.53,0,1.1
2009-08-29T02:26:38.868894,Chicago,2,5,sedan,50,16.826,16,2.56,0,1.3
2009-08-29T04:59:54.454875,Boston,4,5,suv,10,26.377,9,2.39,0,1.1
2009-08-30T06:24:16.937038,San Francisco,6,6,sedan,10,11.365,24,3.03,0,1.2
2009-08-30T21:09:57.665181,Houston,21,6,sedan,50,15.518,44,2.3,0,1.7
2009-08-31T01:41:13.946157,Boston,1,0,hybrid,70,8.254,9,3.2,0,1.1
2009-08-31T19:19:02.064209,New York,19,0,truck,100,48.003,150,4.32,1,1.4
2009-08-31T21:37:03.546840,Rural Midwest,21,0,hybrid,10,9.067,12,2.75,0,0.9
2009-09-01T20:47:08.836817,Houston,20,1,truck,50,23.569,81,3.91,0,1.7
2009-09-02T04:05:53.504293,New York,4,2,sedan,20,14.31,15,2.17,0,1.4
2009-09-02T20:43:48.052690,Los Angeles,20,2,suv,50,23.836,68,3.83,0,1.6
2009-09-03T03:40:58.971861,San Francisco,3,3,sedan,20,13.493,14,2.52,0,1.2
2009-09-03T15:33:27.070724,Rural Midwest,15,3,sedan,80,10.414,15,2.31,0,0.9
2009-09-03T22:52:19.333061,Rural Midwest,22,3,hybrid,10,10.398,3,2.14,0,0.9
2009-09-04T01:34:10.110641,Detroit,1,4,truck,20,43.636,14,2.37,1,1.5
2009-09-04T02:29:25.852270,Los Angeles,2,4,truck,70,39.099,19,2.68,1,1.6
2009-09-04T03:43:49.773970,Rural Midwest,3,4,suv,90,23.214,3,3.12,0,0.9
2009-09-04T03:53:10.055751,Los Angeles,3,4,suv,100,24.798,21,2.59,0,1.6
2009-09-04T19:21:33.493597,Detroit,19,4,sedan,40,13.744,144,4.1,0,1.5
2009-09-04T20:36:49.245059,San Francisco,20,4,truck,60,56.554,55,3.44,1,1.2
2009-09-04T23:04:45.247174,New York,23,4,truck,10,35.072,15,3.06,1,1.4
2009-09-05T04:07:40.423608,Detroit,4,5,sedan,20,11.867,16,3.12,0,1.5
2009-09-05T21:21:31.183609,Los Angeles,21,5,suv,60,27.431,66,3.33,0,1.6
2009-09-05T23:15:35.931213,San Francisco,23,5,sedan,80,10.942,14,2.63,0,1.2
2009-09-06T08:32:45.277867,San Francisco,8,6,old_diesel,90,62.593,72,4.08,1,1.2
2009-09-07T02:02:09.231330,Chicago,2,0,suv,80,17.003,17,2.5,0,1.3
2009-09-07T04:08:46.033860,Chicago,4,0,truck,40,38.213,14,3.35,1,1.3
2009-09-07T04:33:51.711345,San Francisco,4,0,sedan,90,12.903,13,3.02,0,1.2
2009-09-07T07:57:54.642987,Boston,7,0,sedan,60,9.83,104,4.52,0,1.1
2009-09-07T15:52:31.593214,Los Angeles,15,0,sedan,70,13.409,91,3.42,0,1.6
2009-09-07T22:40:22.660467,Boston,22,0,hybrid,80,8.131,17,2.44,0,1.1
2009-09-08T12:15:49.668048,Detroit,12,1,old_diesel,100,58.994,49,3.41,1,1.5
2009-09-08T12:17:38.462120,Houston,12,1,truck,50,48.695,50,2.69,1,1.7
2009-09-08T15:44:00.624789,Chicago,15,1,bus,60,43.208,48,2.89,1,1.3
2009-09-08T22:49:13.469337,Chicago,22,1,sedan,100,12.065,13,2.69,0,1.3
2009-09-09T10:48:19.261783,Los Angeles,10,2,sedan,50,14.247,75,2.99,0,1.6
2009-09-09T12:23:43.109731,Rural Midwest,12,2,sedan,100,15.597,11,2.83,0,0.9
2009-09-09T13:37:07.190649,Houston,13,2,suv,100,20.714,49,2.73,0,1.7
2009-09-09T21:56:31.923726,Boston,21,2,old_diesel,80,54.046,27,2.67,1,1.1
2009-09-10T02:12:48.314429,New York,2,3,truck,40,38.489,22,2.99,1,1.4
2009-09-10T05:51:12.883965,Houston,5,3,sedan,40,13.146,22,2.78,0,1.7
2009-09-11T00:53:03.047220,New York,0,4,sedan,60,9.648,19,3.16,0,1.4
2009-09-11T06:49:19.614729,New York,6,4,truck,50,31.931,73,3.08,1,1.4
2009-09-11T10:25:57.236307,Boston,10,4,sedan,70,14.744,56,3.55,0,1.1
2009-09-12T03:03:08.630383,Detroit,3,5,truck,70,40.117,12,2.34,1,1.5
2009-09-12T03:06:27.462723,San Francisco,3,5,sedan,20,14.352,9,2.66,0,1.2
2009-09-12T09:46:52.900110,San Francisco,9,5,suv,30,22.106,90,3.28,0,1.2
2009-09-12T15:07:10.047865,Detroit,15,5,old_diesel,50,61.325,33,3.18,1,1.5
2009-09-12T17:11:23.434286,Houston,17,5,truck,50,44.097,132,4.39,1,1.7
2009-09-13T03:22:45.811376,San Francisco,3,6,hybrid,80,8.85,11,2.85,0,1.2
2009-09-13T03:34:33.452679,Houston,3,6,suv,90,21.095,12,2.63,0,1.7
2009-09-13T08:19:43.235080,Chicago,8,6,sedan,20,13.297,71,3.82,0,1.3
2009-09-13T09:05:51.617062,New York,9,6,sedan,70,14.948,105,4.08,0,1.4
2009-09-13T10:30:26.299929,Detroit,10,6,sedan,20,11.068,30,2.99,0,1.5
2009-09-13T14:58:20.345297,Detroit,14,6,suv,40,24.363,28,3.45,0,1.5
2009-09-13T20:05:21.701855,Detroit,20,6,old_diesel,30,52.432,39,3.39,1,1.5
2009-09-14T00:03:06.229378,Houston,0,0,old_diesel,30,46.391,20,2.19,1,1.7
2009-09-14T06:27:01.511421,Rural Midwest,6,0,sedan,60,16.4,12,3.58,0,0.9
2009-09-14T12:01:25.890411,New York,12,0,truck,70,42.244,84,4.1,1,1.4
2009-09-14T17:37:14.306825,Detroit,17,0,sedan,40,14.618,127,3.86,0,1.5
2009-09-14T18:44:31.731253,Rural Midwest,18,0,truck,40,34.847,30,2.83,1,0.9
2009-09-14T22:15:19.783499,Detroit,22,0,bus,20,45.054,15,2.34,1,1.5
2009-09-15T01:19:41.182531,Boston,1,1,bus,10,50.519,15,3.3,1,1.1
2009-09-15T07:22:30.454054,Rural Midwest,7,1,suv,30,19.895,27,3.39,0,0.9
2009-09-15T09:43:06.731782,Detroit,9,1,sedan,20,12.13,97,4.15,0,1.5
2009-09-15T10:03:06.817789,New York,10,1,sedan,70,11.754,56,3.42,0,1.4
2009-09-15T15:29:47.229981,Boston,15,1,suv,80,29.933,41,3.09,0,1.1
2009-09-16T03:06:33.562188,Los Angeles,3,2,sedan,40,12.032,16,2.46,0,1.6
2009-09-16T07:14:36.773720,New York,7,2,sedan,40,11.226,105,3.66,0,1.4
2009-09-16T12:06:49.001827,New York,12,2,sedan,70,13.085,74,3.16,0,1.4
2009-09-16T19:34:48.617211,Boston,19,2,hybrid,100,8.087,97,3.71,0,1.1
2009-09-16T21:33:58.119693,Rural Midwest,21,2,truck,10,28.494,8,3.26,0,0.9
2009-09-17T01:43:30.221673,New York,1,3,bus,80,43.98,26,3.1,1,1.4
2009-09-17T02:12:54.427738,Boston,2,3,suv,60,21.289,10,1.78,0,1.1
2009-09-17T04:14:21.985972,San Francisco,4,3,old_diesel,100,65.149,20,2.46,1,1.2
2009-09-17T04:49:34.923287,Los Angeles,4,3,bus,80,47.328,18,2.36,1,1.6
2009-09-17T06:51:38.005222,Los Angeles,6,3,suv,100,23.992,63,2.96,0,1.6
2009-09-17T13:16:28.327844,New York,13,3,suv,50,27.627,83,3.8,0,1.4
2009-09-17T17:00:37.792803,Los Angeles,17,3,suv,50,24.403,110,4.12,0,1.6
2009-09-17T23:37:12.444873,Detroit,23,3,sedan,10,15.25,8,2.51,0,1.5
2009-09-18T00:41:42.457387,San Francisco,0,4,suv,20,23.379,14,2.55,0,1.2
2009-09-18T06:34:10.792522,Chicago,6,4,sedan,50,12.14,51,3.19,0,1.3
2009-09-18T09:37:15.834214,Chicago,9,4,old_diesel,90,57.149,84,3.12,1,1.3
2009-09-18T14:05:02.375561,Houston,14,4,truck,100,47.942,44,3.43,1,1.7
2009-09-18T16:48:30.369069,San Francisco,16,4,sedan,90,13.592,48,3.01,0,1.2
2009-09-18T17:38:53.675141,Chicago,17,4,sedan,100,13.339,134,4.11,0,1.3
2009-09-18T20:42:15.330266,Los Angeles,20,4,sedan,80,13.253,98,3.34,0,1.6
2009-09-18T22:42:26.589867,Chicago,22,4,truck,60,41.716,16,2.42,1,1.3
2009-09-18T23:20:45.765716,Los Angeles,23,4,suv,70,25.987,24,2.8,0,1.6
2009-09-19T02:02:13.608837,New York,2,5,sedan,90,12.053,16,2.98,0,1.4
2009-09-19T08:39:47.196867,Detroit,8,5,sedan,90,15.848,90,3.47,0,1.5
2009-09-19T13:48:03.783695,Los Angeles,13,5,truck,80,37.199,61,4.08,1,1.6
2009-09-19T15:35:12.571123,New York,15,5,sedan,60,12.713,69,3.07,0,1.4
2009-09-19T17:37:02.886452,Chicago,17,5,sedan,80,15.225,107,4.01,0,1.3
2009-09-20T02:10:32.540482,Los Angeles,2,6,sedan,60,12.486,12,2.13,0,1.6
2009-09-20T06:26:43.068657,Boston,6,6,bus,70,42.928,32,2.52,1,1.1
2009-09-20T10:06:59.567227,Chicago,10,6,bus,10,50.989,44,3.09,1,1.3
2009-09-20T18:36:58.938917,Los Angeles,18,6,hybrid,50,11.098,104,3.5,0,1.6
2009-09-20T19:58:48.227547,Chicago,19,6,sedan,40,13.487,87,3.91,0,1.3
2009-09-20T20:24:42.717658,Rural Midwest,20,6,truck,40,43.849,6,2.94,1,0.9
2009-09-21T06:56:30.088652,Houston,6,0,sedan,50,12.924,42,3.08,0,1.7
2009-09-21T08:53:48.120807,Detroit,8,0,truck,30,35.539,70,3.99,1,1.5
2009-09-21T12:49:42.502473,San Francisco,12,0,bus,40,50.963,36,3.99,1,1.2
2009-09-21T14:53:22.889446,Boston,14,0,truck,30,40.279,41,3.22,1,1.1
2009-09-21T16:42:43.058401,Boston,16,0,hybrid,30,7.61,44,2.95,0,1.1
2009-09-22T12:44:17.384627,Chicago,12,1,truck,50,45.735,54,3.35,1,1.3
2009-09-23T13:15:50.436388,Los Angeles,13,2,hybrid,100,9.324,72,3.08,0,1.6
2009-09-23T18:51:21.179409,Los Angeles,18,2,suv,100,20.644,241,5.11,0,1.6
2009-09-23T21:57:03.351404,Los Angeles,21,2,suv,10,15.533,93,3.53,0,1.6
2009-09-24T03:24:48.158795,San Francisco,3,3,sedan,10,13.531,11,1.58,0,1.2
2009-09-24T08:07:30.327083,San Francisco,8,3,hybrid,50,8.341,94,3.11,0,1.2
2009-09-24T11:19:35.749535,San Francisco,11,3,suv,80,28.469,59,2.85,0,1.2
2009-09-24T17:21:07.079207,San Francisco,17,3,sedan,30,11.284,138,3.66,0,1.2
2009-09-25T03:48:36.987189,Chicago,3,4,suv,40,22.329,12,2.75,0,1.3
2009-09-25T04:34:50.834952,Boston,4,4,sedan,80,14.617,14,2.71,0,1.1
2009-09-25T14:58:05.955117,Detroit,14,4,truck,80,46.052,39,2.99,1,1.5
2009-09-26T00:31:44.121689,Los Angeles,0,5,suv,70,25.858,19,2.39,0,1.6
2009-09-26T18:40:13.135549,San Francisco,18,5,truck,60,46.916,128,4.01,1,1.2
2009-09-26T19:28:30.919454,Boston,19,5,hybrid,30,9.236,80,4.11,0,1.1
2009-09-27T01:18:04.896269,San Francisco,1,6,truck,30,28.919,10,2.42,0,1.2
2009-09-27T01:56:35.711081,New York,1,6,sedan,20,13.875,7,3.01,0,1.4
2009-09-27T16:56:18.233681,Rural Midwest,16,6,sedan,30,10.992,7,3.02,0,0.9
2009-09-27T20:19:38.380055,Chicago,20,6,suv,30,23.638,38,2.68,0,1.3
2009-09-28T02:46:27.967751,Chicago,2,0,hybrid,100,6.897,14,3.45,0,1.3
2009-09-28T07:12:45.455895,Rural Midwest,7,0,old_diesel,80,62.113,32,2.47,1,0.9
2009-09-28T11:49:10.861298,San Francisco,11,0,sedan,20,11.708,51,2.85,0,1.2
2009-09-28T15:01:33.685117,Rural Midwest,15,0,sedan,60,11.366,11,2.59,0,0.9
2009-09-28T20:32:25.254504,Los Angeles,20,0,bus,50,59.662,97,4.58,1,1.6
2009-09-29T02:47:04.195147,Chicago,2,1,sedan,90,14.853,20,2.23,0,1.3
2009-09-29T21:12:30.707980,Los Angeles,21,1,truck,40,37.449,65,3.27,1,1.6
2009-09-30T00:51:31.233211,Rural Midwest,0,2,suv,20,21.515,4,2.04,0,0.9
2009-09-30T07:13:48.204186,Rural Midwest,7,2,old_diesel,100,46.728,28,3.01,1,0.9
2009-09-30T22:35:49.986764,San Francisco,22,2,sedan,20,12.039,16,3.22,0,1.2
2009-10-01T08:46:45.396942,San Francisco,8,3,sedan,100,10.3,89,2.57,0,1.2
2009-10-01T09:01:16.796547,San Francisco,9,3,sedan,40,11.893,94,3.96,0,1.2
2009-10-01T09:30:28.930538,Detroit,9,3,suv,70,24.104,93,3.29,0,1.5
2009-10-01T12:06:31.345445,Detroit,12,3,sedan,30,11.39,48,3.21,0,1.5
2009-10-01T13:11:34.750123,Detroit,13,3,truck,90,52.813,69,3.63,1,1.5
2009-10-01T17:42:35.109041,Detroit,17,3,suv,90,21.071,131,3.91,0,1.5
2009-10-01T21:21:23.116901,New York,21,3,bus,80,51.701,66,2.79,1,1.4
2009-10-01T21:50:16.373514,Detroit,21,3,sedan,20,10.908,54,3.37,0,1.5
2009-10-01T23:26:14.059451,Los Angeles,23,3,suv,10,22.006,26,2.77,0,1.6
2009-10-02T04:18:37.926817,Chicago,4,4,sedan,60,12.646,16,2.97,0,1.3
2009-10-02T05:03:49.640935,Rural Midwest,5,4,sedan,20,11.131,4,2.54,0,0.9
2009-10-02T08:06:41.213498,Detroit,8,4,hybrid,20,8.675,89,3.3,0,1.5
2009-10-02T09:44:56.589936,San Francisco,9,4,truck,40,38.202,110,3.53,1,1.2
2009-10-02T18:17:05.067566,Los Angeles,18,4,sedan,60,12.598,182,4.52,0,1.6
2009-10-03T05:23:54.066621,Chicago,5,5,sedan,60,14.787,10,2.85,0,1.3
2009-10-04T10:06:14.799424,Los Angeles,10,6,suv,100,26.781,62,2.98,0,1.6
2009-10-04T13:56:17.441057,New York,13,6,suv,80,25.364,49,2.45,0,1.4
2009-10-04T14:11:26.605081,San Francisco,14,6,old_diesel,60,65.851,39,3.19,1,1.2
2009-10-04T14:25:53.303851,Rural Midwest,14,6,bus,70,38.952,4,3.1,1,0.9
2009-10-04T18:51:03.623951,New York,18,6,sedan,10,15.443,110,4.19,0,1.4
2009-10-04T19:05:14.047801,Boston,19,6,sedan,80,11.229,74,3.31,0,1.1
2009-10-04T19:59:33.456287,San Francisco,19,6,suv,10,23.033,74,3.14,0,1.2
2009-10-04T20:15:26.498776,Boston,20,6,truck,40,42.235,23,2.85,1,1.1
2009-10-05T20:18:58.457989,New York,20,0,bus,30,45.545,82,3.75,1,1.4
2009-10-05T20:40:20.160215,New York,20,0,sedan,100,14.9,81,3.26,0,1.4
2009-10-06T05:46:19.573865,New York,5,1,sedan,100,12.745,23,2.47,0,1.4
2009-10-06T08:35:34.807867,Houston,8,1,sedan,60,13.866,111,4.42,0,1.7
2009-10-06T16:52:57.202668,Houston,16,1,truck,50,30.904,78,3.23,1,1.7
2009-10-06T19:52:01.302448,Rural Midwest,19,1,sedan,80,12.191,18,1.94,0,0.9
2009-10-06T23:06:33.045430,Boston,23,1,truck,60,40.066,12,3.37,1,1.1
2009-10-07T00:38:14.845229,Boston,0,2,sedan,20,13.822,14,2.76,0,1.1
2009-10-07T05:51:05.302529,Boston,5,2,hybrid,50,7.375,14,2.9,0,1.1
2009-10-07T19:57:58.814882,San Francisco,19,2,sedan,90,12.096,105,3.45,0,1.2
2009-10-07T23:43:25.242743,Chicago,23,2,suv,40,21.024,22,3.47,0,1.3
2009-10-08T16:54:19.875822,Houston,16,3,sedan,20,10.588,62,3.47,0,1.7
2009-10-09T00:11:41.434853,Rural Midwest,0,4,old_diesel,50,69.06,2,2.83,1,0.9
2009-10-09T01:06:17.585836,Rural Midwest,1,4,truck,20,37.66,2,2.04,1,0.9
2009-10-09T05:19:26.972519,San Francisco,5,4,sedan,30,14.925,14,3.34,0,1.2
2009-10-09T06:23:53.744464,Rural Midwest,6,4,bus,30,41.676,8,2.98,1,0.9
2009-10-09T06:58:29.809000,New York,6,4,truck,70,42.208,55,3.47,1,1.4
2009-10-09T17:33:55.564950,San Francisco,17,4,sedan,70,14.479,136,4.45,0,1.2
2009-10-10T06:12:50.955380,New York,6,5,suv,30,23.244,59,3.73,0,1.4
2009-10-10T15:05:29.540247,Houston,15,5,suv,80,29.98,48,2.7,0,1.7
2009-10-10T22:35:02.717781,Detroit,22,5,suv,60,21.337,13,2.24,0,1.5
2009-10-11T01:26:07.040213,Chicago,1,6,old_diesel,100,39.187,8,2.33,1,1.3
2009-10-11T09:03:21.726427,Chicago,9,6,suv,70,22.494,87,3.72,0,1.3
2009-10-11T10:03:56.929234,Houston,10,6,truck,30,42.104,33,2.15,1,1.7
2009-10-12T01:11:04.107409,Detroit,1,0,sedan,40,15.832,16,2.72,0,1.5
2009-10-12T03:55:55.959063,Detroit,3,0,sedan,100,11.95,16,3.12,0,1.5
2009-10-12T07:28:17.788230,Los Angeles,7,0,sedan,60,14.169,154,4.47,0,1.6
2009-10-12T09:32:51.872716,Boston,9,0,sedan,20,9.82,77,4.01,0,1.1
2009-10-12T16:53:26.626633,Los Angeles,16,0,hybrid,100,6.944,70,2.65,0,1.6
2009-10-13T00:52:33.686011,Boston,0,1,suv,10,25.845,12,2.3,0,1.1
2009-10-13T05:02:21.408211,San Francisco,5,1,suv,80,23.502,12,2.63,0,1.2
2009-10-13T12:14:59.946131,Chicago,12,1,suv,40,26.389,61,2.86,0,1.3
2009-10-13T13:52:42.739434,Boston,13,1,truck,60,43.388,31,2.98,1,1.1
2009-10-13T19:51:43.207472,Chicago,19,1,truck,70,44.608,147,4.14,1,1.3
2009-10-13T20:34:59.551600,Chicago,20,1,old_diesel,10,54.616,54,3.24,1,1.3
2009-10-13T21:27:00.782553,Rural Midwest,21,1,truck,60,57.87,8,2.68,1,0.9
2009-10-14T05:23:09.166419,Los Angeles,5,2,hybrid,80,10.342,24,3.07,0,1.6
2009-10-14T06:54:20.926878,Houston,6,2,suv,70,23.633,35,3.01,0,1.7
2009-10-14T08:22:41.577260,San Francisco,8,2,truck,100,47.193,117,3.95,1,1.2
2009-10-14T09:36:28.660106,Rural Midwest,9,2,sedan,50,15.422,20,2.86,0,0.9
2009-10-14T10:52:57.832685,Detroit,10,2,sedan,30,11.71,56,3.34,0,1.5
2009-10-14T14:51:28.466705,Chicago,14,2,old_diesel,30,47.24,52,3.28,1,1.3
2009-10-14T19:50:38.342106,Detroit,19,2,suv,20,24.276,125,3.99,0,1.5
2009-10-14T23:26:59.030375,New York,23,2,bus,50,42.253,22,2.55,1,1.4
2009-10-15T19:30:40.393455,Los Angeles,19,3,suv,70,20.913,182,5.03,0,1.6
2009-10-15T21:47:19.763049,Chicago,21,3,truck,10,42.391,65,3.99,1,1.3
2009-10-16T03:27:51.713325,Rural Midwest,3,4,hybrid,50,8.898,3,1.71,0,0.9
2009-10-16T07:04:44.250321,Detroit,7,4,sedan,70,12.55,101,3.49,0,1.5
2009-10-16T08:36:38.835457,Rural Midwest,8,4,sedan,10,10.38,20,2.54,0,0.9
2009-10-16T21:45:38.542055,Chicago,21,4,suv,40,23.185,83,4.15,0,1.3
2009-10-16T23:57:47.638150,Detroit,23,4,truck,80,35.021,10,1.42,1,1.5
2009-10-17T00:51:20.201206,Houston,0,5,old_diesel,30,56.919,16,2.82,1,1.7
2009-10-17T12:33:33.736783,New York,12,5,sedan,30,11.779,59,3.57,0,1.4
2009-10-17T14:06:16.652710,Los Angeles,14,5,sedan,70,13.837,71,3.52,0,1.6
2009-10-17T16:15:22.956444,San Francisco,16,5,suv,80,22.911,41,3.14,0,1.2
2009-10-17T19:25:03.162151,Detroit,19,5,hybrid,100,8.023,95,3.63,0,1.5
2009-10-18T09:36:09.727118,Rural Midwest,9,6,suv,100,29.03,16,2.8,0,0.9
2009-10-19T21:26:50.116451,Rural Midwest,21,0,hybrid,100,8.82,12,2.97,0,0.9
2009-10-20T17:00:55.371946,Houston,17,1,sedan,70,9.548,132,4.19,0,1.7
2009-10-20T18:58:19.264940,New York,18,1,old_diesel,80,62.893,162,4.31,1,1.4
2009-10-21T10:50:37.504036,Chicago,10,2,hybrid,80,6.691,66,3.05,0,1.3
2009-10-22T05:04:00.062147,Rural Midwest,5,3,old_diesel,20,48.953,2,3.13,1,0.9
2009-10-22T15:26:10.075685,Detroit,15,3,truck,80,44.378,44,2.33,1,1.5
2009-10-22T20:10:56.387172,Chicago,20,3,bus,70,58.946,37,2.84,1,1.3
2009-10-23T01:19:55.782386,Chicago,1,4,sedan,30,12.698,18,3.22,0,1.3
2009-10-23T05:53:54.092106,Los Angeles,5,4,sedan,10,13.894,22,2.99,0,1.6
2009-10-23T08:58:41.905702,Los Angeles,8,4,truck,20,42.803,181,4.95,1,1.6
2009-10-23T09:00:13.951312,San Francisco,9,4,suv,90,23.638,108,3.83,0,1.2
2009-10-23T18:24:11.664009,Boston,18,4,sedan,70,15.726,96,3.7,0,1.1
2009-10-23T19:23:56.711927,New York,19,4,sedan,40,12.68,137,4.49,0,1.4
2009-10-24T05:11:05.684850,Houston,5,5,hybrid,30,8.001,17,2.98,0,1.7
2009-10-24T07:39:09.773203,Rural Midwest,7,5,truck,60,47.326,19,2.99,1,0.9
2009-10-24T08:15:07.073888,San Francisco,8,5,bus,30,50.316,69,3.62,1,1.2
2009-10-25T08:11:23.397533,Detroit,8,6,sedan,50,12.827,52,3.04,0,1.5
2009-10-25T13:51:15.344264,New York,13,6,sedan,90,8.543,40,3.4,0,1.4
2009-10-26T00:20:55.661741,Detroit,0,0,suv,70,20.478,19,3.33,0,1.5
2009-10-26T02:31:24.552682,San Francisco,2,0,old_diesel,20,57.532,8,2.31,1,1.2
2009-10-26T09:43:26.729288,Los Angeles,9,0,sedan,90,12.484,133,4.63,0,1.6
2009-10-26T11:52:31.283468,Detroit,11,0,suv,60,28.886,39,3.0,0,1.5
2009-10-26T20:40:23.723521,Boston,20,0,sedan,60,8.73,43,2.78,0,1.1
2009-10-27T08:19:30.234711,Chicago,8,1,suv,40,23.078,100,2.67,0,1.3
2009-10-27T09:48:50.906917,Boston,9,1,suv,40,20.982,89,3.26,0,1.1
2009-10-27T14:28:18.338744,San Francisco,14,1,bus,10,45.672,64,4.02,1,1.2
2009-10-27T20:55:35.649147,Detroit,20,1,sedan,90,15.068,48,3.11,0,1.5
2009-10-28T03:32:19.887091,Rural Midwest,3,2,sedan,90,9.749,2,3.09,0,0.9
2009-10-28T04:23:37.007299,New York,4,2,hybrid,30,8.718,22,2.93,0,1.4
2009-10-28T23:56:27.392320,New York,23,2,truck,50,43.206,17,3.16,1,1.4
